id,npcShipId,slotOrder,slotId,itemDefId,notesKo
npc_ai_clan_neutral_flagship__SYSTEM,npc_ai_clan_neutral_flagship,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_ai_clan_neutral_flagship__EX_01,npc_ai_clan_neutral_flagship,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_ai_clan_safe_flagship__ARMOR,npc_ai_clan_safe_flagship,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_ai_clan_safe_flagship__ENGINE,npc_ai_clan_safe_flagship,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_ai_clan_safe_flagship__SYSTEM,npc_ai_clan_safe_flagship,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_ai_clan_safe_flagship__EX_01,npc_ai_clan_safe_flagship,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_01__ARMOR,npc_arc_presence_ship_01,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_01__ENGINE,npc_arc_presence_ship_01,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_01__SYSTEM,npc_arc_presence_ship_01,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_01__EX_01,npc_arc_presence_ship_01,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_02__ARMOR,npc_arc_presence_ship_02,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_02__ENGINE,npc_arc_presence_ship_02,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_02__SYSTEM,npc_arc_presence_ship_02,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_02__EX_01,npc_arc_presence_ship_02,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_03__ARMOR,npc_arc_presence_ship_03,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_03__ENGINE,npc_arc_presence_ship_03,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_03__SYSTEM,npc_arc_presence_ship_03,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_03__EX_01,npc_arc_presence_ship_03,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_04__ARMOR,npc_arc_presence_ship_04,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_04__ENGINE,npc_arc_presence_ship_04,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_04__SYSTEM,npc_arc_presence_ship_04,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_04__EX_01,npc_arc_presence_ship_04,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_05__ARMOR,npc_arc_presence_ship_05,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_05__ENGINE,npc_arc_presence_ship_05,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_05__SYSTEM,npc_arc_presence_ship_05,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_05__EX_01,npc_arc_presence_ship_05,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_06__ARMOR,npc_arc_presence_ship_06,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_06__ENGINE,npc_arc_presence_ship_06,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_06__SYSTEM,npc_arc_presence_ship_06,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_06__EX_01,npc_arc_presence_ship_06,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_07__ARMOR,npc_arc_presence_ship_07,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_07__ENGINE,npc_arc_presence_ship_07,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_07__SYSTEM,npc_arc_presence_ship_07,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_07__EX_01,npc_arc_presence_ship_07,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_08__ARMOR,npc_arc_presence_ship_08,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_08__ENGINE,npc_arc_presence_ship_08,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_08__SYSTEM,npc_arc_presence_ship_08,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_08__EX_01,npc_arc_presence_ship_08,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_09__ARMOR,npc_arc_presence_ship_09,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_09__ENGINE,npc_arc_presence_ship_09,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_09__SYSTEM,npc_arc_presence_ship_09,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_09__EX_01,npc_arc_presence_ship_09,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_10__ARMOR,npc_arc_presence_ship_10,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_10__ENGINE,npc_arc_presence_ship_10,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_10__SYSTEM,npc_arc_presence_ship_10,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_10__EX_01,npc_arc_presence_ship_10,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_11__ARMOR,npc_arc_presence_ship_11,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_11__ENGINE,npc_arc_presence_ship_11,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_11__SYSTEM,npc_arc_presence_ship_11,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_11__EX_01,npc_arc_presence_ship_11,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_12__ARMOR,npc_arc_presence_ship_12,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_12__ENGINE,npc_arc_presence_ship_12,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_12__SYSTEM,npc_arc_presence_ship_12,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_arc_presence_ship_12__EX_01,npc_arc_presence_ship_12,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_arcadia_orbit_1__ARMOR,npc_arcadia_orbit_1,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_arcadia_orbit_1__ENGINE,npc_arcadia_orbit_1,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_arcadia_orbit_1__SYSTEM,npc_arcadia_orbit_1,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_arcadia_orbit_1__EX_01,npc_arcadia_orbit_1,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_arcadia_orbit_2__ARMOR,npc_arcadia_orbit_2,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_arcadia_orbit_2__ENGINE,npc_arcadia_orbit_2,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_arcadia_orbit_2__SYSTEM,npc_arcadia_orbit_2,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_arcadia_orbit_2__EX_01,npc_arcadia_orbit_2,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_draco_escort_01__ARMOR,npc_draco_escort_01,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_draco_escort_01__ENGINE,npc_draco_escort_01,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_draco_escort_01__SYSTEM,npc_draco_escort_01,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_draco_escort_01__EX_01,npc_draco_escort_01,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_draco_patrol_01__ARMOR,npc_draco_patrol_01,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_draco_patrol_01__ENGINE,npc_draco_patrol_01,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_draco_patrol_01__SYSTEM,npc_draco_patrol_01,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_draco_patrol_01__EX_01,npc_draco_patrol_01,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_eden_orbit_4__ARMOR,npc_eden_orbit_4,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_eden_orbit_4__ENGINE,npc_eden_orbit_4,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_eden_orbit_4__SYSTEM,npc_eden_orbit_4,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_eden_orbit_4__EX_01,npc_eden_orbit_4,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_01__ARMOR,npc_faction_cargo_ship_e_01,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_01__ENGINE,npc_faction_cargo_ship_e_01,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_01__SYSTEM,npc_faction_cargo_ship_e_01,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_01__EX_01,npc_faction_cargo_ship_e_01,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_02__ARMOR,npc_faction_cargo_ship_e_02,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_02__ENGINE,npc_faction_cargo_ship_e_02,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_02__SYSTEM,npc_faction_cargo_ship_e_02,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_02__EX_01,npc_faction_cargo_ship_e_02,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_03__ARMOR,npc_faction_cargo_ship_e_03,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_03__ENGINE,npc_faction_cargo_ship_e_03,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_03__SYSTEM,npc_faction_cargo_ship_e_03,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_03__EX_01,npc_faction_cargo_ship_e_03,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_04__ARMOR,npc_faction_cargo_ship_e_04,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_04__ENGINE,npc_faction_cargo_ship_e_04,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_04__SYSTEM,npc_faction_cargo_ship_e_04,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_04__EX_01,npc_faction_cargo_ship_e_04,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_05__ARMOR,npc_faction_cargo_ship_e_05,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_05__ENGINE,npc_faction_cargo_ship_e_05,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_05__SYSTEM,npc_faction_cargo_ship_e_05,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_05__EX_01,npc_faction_cargo_ship_e_05,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_06__ARMOR,npc_faction_cargo_ship_e_06,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_06__ENGINE,npc_faction_cargo_ship_e_06,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_06__SYSTEM,npc_faction_cargo_ship_e_06,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_06__EX_01,npc_faction_cargo_ship_e_06,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_07__ARMOR,npc_faction_cargo_ship_e_07,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_07__ENGINE,npc_faction_cargo_ship_e_07,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_07__SYSTEM,npc_faction_cargo_ship_e_07,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_07__EX_01,npc_faction_cargo_ship_e_07,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_08__ARMOR,npc_faction_cargo_ship_e_08,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_08__ENGINE,npc_faction_cargo_ship_e_08,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_08__SYSTEM,npc_faction_cargo_ship_e_08,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_08__EX_01,npc_faction_cargo_ship_e_08,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_09__ARMOR,npc_faction_cargo_ship_e_09,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_09__ENGINE,npc_faction_cargo_ship_e_09,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_09__SYSTEM,npc_faction_cargo_ship_e_09,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_09__EX_01,npc_faction_cargo_ship_e_09,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_10__ARMOR,npc_faction_cargo_ship_e_10,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_10__ENGINE,npc_faction_cargo_ship_e_10,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_10__SYSTEM,npc_faction_cargo_ship_e_10,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_10__EX_01,npc_faction_cargo_ship_e_10,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_11__ARMOR,npc_faction_cargo_ship_e_11,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_11__ENGINE,npc_faction_cargo_ship_e_11,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_11__SYSTEM,npc_faction_cargo_ship_e_11,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_11__EX_01,npc_faction_cargo_ship_e_11,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_12__ARMOR,npc_faction_cargo_ship_e_12,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_12__ENGINE,npc_faction_cargo_ship_e_12,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_12__SYSTEM,npc_faction_cargo_ship_e_12,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_e_12__EX_01,npc_faction_cargo_ship_e_12,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_01__ARMOR,npc_faction_cargo_ship_n_01,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_01__ENGINE,npc_faction_cargo_ship_n_01,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_01__SYSTEM,npc_faction_cargo_ship_n_01,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_01__EX_01,npc_faction_cargo_ship_n_01,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_02__ARMOR,npc_faction_cargo_ship_n_02,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_02__ENGINE,npc_faction_cargo_ship_n_02,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_02__SYSTEM,npc_faction_cargo_ship_n_02,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_02__EX_01,npc_faction_cargo_ship_n_02,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_03__ARMOR,npc_faction_cargo_ship_n_03,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_03__ENGINE,npc_faction_cargo_ship_n_03,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_03__SYSTEM,npc_faction_cargo_ship_n_03,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_03__EX_01,npc_faction_cargo_ship_n_03,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_04__ARMOR,npc_faction_cargo_ship_n_04,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_04__ENGINE,npc_faction_cargo_ship_n_04,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_04__SYSTEM,npc_faction_cargo_ship_n_04,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_04__EX_01,npc_faction_cargo_ship_n_04,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_05__ARMOR,npc_faction_cargo_ship_n_05,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_05__ENGINE,npc_faction_cargo_ship_n_05,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_05__SYSTEM,npc_faction_cargo_ship_n_05,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_05__EX_01,npc_faction_cargo_ship_n_05,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_06__ARMOR,npc_faction_cargo_ship_n_06,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_06__ENGINE,npc_faction_cargo_ship_n_06,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_06__SYSTEM,npc_faction_cargo_ship_n_06,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_06__EX_01,npc_faction_cargo_ship_n_06,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_07__ARMOR,npc_faction_cargo_ship_n_07,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_07__ENGINE,npc_faction_cargo_ship_n_07,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_07__SYSTEM,npc_faction_cargo_ship_n_07,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_07__EX_01,npc_faction_cargo_ship_n_07,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_08__ARMOR,npc_faction_cargo_ship_n_08,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_08__ENGINE,npc_faction_cargo_ship_n_08,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_08__SYSTEM,npc_faction_cargo_ship_n_08,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_08__EX_01,npc_faction_cargo_ship_n_08,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_09__ARMOR,npc_faction_cargo_ship_n_09,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_09__ENGINE,npc_faction_cargo_ship_n_09,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_09__SYSTEM,npc_faction_cargo_ship_n_09,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_09__EX_01,npc_faction_cargo_ship_n_09,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_10__ARMOR,npc_faction_cargo_ship_n_10,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_10__ENGINE,npc_faction_cargo_ship_n_10,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_10__SYSTEM,npc_faction_cargo_ship_n_10,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_10__EX_01,npc_faction_cargo_ship_n_10,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_11__ARMOR,npc_faction_cargo_ship_n_11,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_11__ENGINE,npc_faction_cargo_ship_n_11,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_11__SYSTEM,npc_faction_cargo_ship_n_11,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_11__EX_01,npc_faction_cargo_ship_n_11,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_12__ARMOR,npc_faction_cargo_ship_n_12,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_12__ENGINE,npc_faction_cargo_ship_n_12,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_12__SYSTEM,npc_faction_cargo_ship_n_12,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_n_12__EX_01,npc_faction_cargo_ship_n_12,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_01__ARMOR,npc_faction_cargo_ship_s_01,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_01__ENGINE,npc_faction_cargo_ship_s_01,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_01__SYSTEM,npc_faction_cargo_ship_s_01,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_01__EX_01,npc_faction_cargo_ship_s_01,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_02__ARMOR,npc_faction_cargo_ship_s_02,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_02__ENGINE,npc_faction_cargo_ship_s_02,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_02__SYSTEM,npc_faction_cargo_ship_s_02,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_02__EX_01,npc_faction_cargo_ship_s_02,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_03__ARMOR,npc_faction_cargo_ship_s_03,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_03__ENGINE,npc_faction_cargo_ship_s_03,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_03__SYSTEM,npc_faction_cargo_ship_s_03,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_03__EX_01,npc_faction_cargo_ship_s_03,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
